1066;3640;2565
1059;3583;2537
1131;3943;2848
954;3747;2572
1186;4398;3170
1031;3996;2984
1030;3978;2845
1069;4325;2847
993;4021;2661
1067;3702;2688
1068;3673;2735
1160;2932;2761
