832,	7157,	289
1498,	5261,	444
334,	2530,	150
675,	2085,	185
288,	2577,	152
664,	6277,	922
515,	4607,	3073
77,	960,	616
16,	303,	302
8,	224,	311
117,	1492,	691
167,	2481,	1455
