1006,3926,2799
985,3863,2599
978,3633,2541
817,2632,2038
884,2940,2306
975,2911,2414
1099,3325,2752
1045,3598,2701
986,3609,2539
1015,3715,2691
977,3964,2654
1017,3799,2558
