0,	0,	0
0,	0,	0
0,	9,	1
33,	210,	35
182,	680,	102
468,	2044,	344
957,	3989,	1026
911,	5965,	1287
790,	4597,	1592
455,	1625,	1327
428,	1693,	995
1900,	5041,	1655
